Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"On a purely visceral level, Clones is a delightfully rousing, eye-popping, crowd-pleasing homage to Saturday-morning serials of the '30s and '40s.",0.5719,0.0,0.829,0.171
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"While the first Star Wars will always be a sentimental favorite, Attack of the Clones may well be the best in the series overall.",0.5994,0.19,0.482,0.329
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Lucas' slickest trick is how by the end--in spite of any snickers or groans one may have uttered along the way--one finds oneself invested in the fates of these characters.,-0.5106,0.14,0.821,0.04
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Christensen shines at the centre.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry.,0.3597,0.075,0.791,0.134
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,All...Lucas appears to be capable of these days is producing enough fireworks in his last act to elicit hope in his audience that his next installment will be better,0.8126,0.0,0.756,0.244
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Lucas is a toymaker and merchandising mogul who has long since lost the human touch.,-0.3182,0.15,0.85,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,The Force against dullness is finally goosing George Lucas.,-0.34,0.231,0.769,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Altogether, the movie is enjoyable despite its nagging script inadequacies and crummy 'down' scenes.",0.3523,0.143,0.583,0.274
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"It's worth the price of a ticket. You're going to see the damn thing anyway, have a clear conscience.",0.2023,0.127,0.66,0.212
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Funny, complex and enormous fun.",0.7351,0.0,0.326,0.674
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Episode II-- Attack of the Clones is a technological exercise that lacks juice and delight.,0.2023,0.163,0.632,0.205
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"George Lucas has reached deep into the trove of his self-generated mythological world to produce a grand entertainment that offers a satisfying balance among the series' epic, narrative, technological and emotional qualities.",0.8689,0.0,0.679,0.321
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Enjoyable stuff, and a new, if short-lived, hope.",0.7003,0.0,0.463,0.537
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Do we really have to wait another three years?,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Wonder, hope and magic can never escape the heart of the boy when the right movie comes along, especially if it begins with the name of Star Wars",-0.3,0.155,0.757,0.088
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Its screenplay serves as auto-critique, and its clumsiness as its own most damning censure.",-0.4005,0.172,0.828,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,I'm tempted to quote an evergreen Public Enemy song: don't believe the hype.,-0.5423,0.226,0.774,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"It's all about Anakin ... and the lustrous polished visuals rich in color and creativity and, of course, special effect.",0.836,0.0,0.656,0.344
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,..as the story congeals you feel the pieces of the Star Wars saga falling into place in a way that makes your spine tingle with revelation and excitement.,-0.25,0.16,0.741,0.099
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"In the end, Clones bests Menace on most levels... acting, story, effects, score.",-0.4939,0.211,0.789,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Star Wars fans should be entertained and general audiences should get a kick out of it too.,-0.2263,0.177,0.69,0.133
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Thanks to all the bang-bang, this tale rollicks.",0.4404,0.0,0.707,0.293
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Other than McGregor, who continues to cut a dashing figure as the sagacious Jedi, the movie is plagued by bad acting.",-0.6808,0.237,0.763,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"An action-packed, fun-filled adventure.",0.3182,0.0,0.566,0.434
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Nothing more than a decent action flick with great effects and a silly story that happens to be blessed by a very good pedigree.,0.9061,0.0,0.58,0.42
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Move over Spidey, George Lucas is bringing out a sci-fi movie with a little more gravitas to knock you off your perch.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,George Lucas returns as a visionary with a tale full of nuance and character dimension.,0.5267,0.0,0.779,0.221
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Here we are again: not entertained, not nearly enough, by an installment of the Star Wars epic that, for the first time, exhibits symptoms of... nerves.",-0.7398,0.24,0.76,0.0
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,Here's the good news: the latest toy from George Lucas's soulless Star Wars factory is better than The Phantom Menace. Now the bad: it's not much better.,-0.3818,0.258,0.525,0.217
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"Impeccable visuals, intriguing characters, awesome action sequences, a surprising romance and a generally more ""adult"" feel..",0.8689,0.0,0.529,0.471
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"While the film is clearly a step up from Menace, it still has its weak points.",-0.5267,0.293,0.577,0.13
Star Wars,STAR WARS: EPISODE II - ATTACK OF THE CLONES,"At the end, when the now computerized Yoda finally reveals his martial artistry, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"I really enjoyed watching Revenge of the Sith. It is a strong film with a strong story, great effects and much improved dialog.",0.9291,0.105,0.399,0.496
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas controls himself, unlike in the previous prequels, and sticks to the most poignant issues, which makes the transition from Sith to A New Hope effortless.",0.4404,0.0,0.892,0.108
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas is not a master of writing dialogue... but save for some exaggerated or somewhat absurd moments, ""Revenge of the Sith"" is a great ""Star Wars"" movie, a roller coaster of action and emotion.",0.0633,0.229,0.557,0.213
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Some of it is is truly, unmissably great. Some of it is hilariously awful, and some of it is awful enough to not even crawl up to the level of hilarity",0.25,0.15,0.675,0.175
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The special effects, of course, are incomparably good and the digital photography achieves a dazzling clarity.",0.8074,0.0,0.591,0.409
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"With a willingness to take the Star Wars saga to its necessary darkest direction, 'Sith' delivers an epic, masterful payoff to the prequels.",-0.6908,0.244,0.681,0.075
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The best of Lucas's recent SW trilogy.,0.6369,0.0,0.588,0.412
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Critics and fans are already praising the movie, claiming it's better than Phantom Menace and Attack of the Clones. But that's not difficult, as both movies were bad, and the new one is just as bad in many ways.",-0.79,0.282,0.564,0.155
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Star Wars is awesome again.,0.128,0.336,0.28,0.383
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It soon becomes obvious that there is no avoiding the burden of predictability: there is nothing, essentially, in the film's story that we don't know already.",-0.7579,0.246,0.754,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"From the opening frames of Lucas' final Star Wars instalment, it's clear the shackles are off.",-0.25,0.178,0.693,0.129
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Part III is much better than I and II. We should be grateful for that.,0.7096,0.0,0.67,0.33
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas saved the best of his arguably needless prequels for last, finally justifying an entertainment empire and cementing a myth.",0.8316,0.075,0.56,0.366
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Devout fans will have to go. For the rest of us, the best rewards of this show were long ago, in a galaxy that now seems far, far away.",0.8074,0.0,0.781,0.219
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Sith comes back with full force.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It might not be quite the mind-blowing finale that die-hard fans were hoping for, but at least there is enough here to make the spine tingle.",0.2263,0.0,0.929,0.071
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Despite our knowing where the story goes, Sith keeps your attention through its 140-plus minutes. And that says something about Lucas's skill and the power of the universe he created.",0.25,0.0,0.935,0.065
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Say what you want about Lucas' one-take directing style, his over-reliance on blue screens or his cheesy tendency to reference himself, but his imagination is as fertile as ever.",0.0387,0.0,0.961,0.039
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Special effects have greatly advanced since 1978, but technology needs imagination after it has made an initial impression. Imagination is not the strong suit of Revenge of the Sith.",-0.6493,0.215,0.632,0.154
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The final, bridging movie between George Lucas's two epic Star Wars trilogies ends not with a bang but with plenty of artistic whimpering",-0.3182,0.099,0.901,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Revenge of the Sith is, so Lucas assures us, a 'tragedy'. It might have been wise to have stationed an announcer at every movie house to announce this fact over the PA system since it eluded the audience I saw it with last weekend.",0.3134,0.071,0.811,0.118
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Revenge of the Sith is far from a great film but it easily trumps its two predecessors.,0.5346,0.106,0.624,0.271
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The pity is that Lucas and his team couldn't have just manufactured the toys and the ""Making Of"" coffee table books and given the films a miss.",-0.4215,0.137,0.863,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Strong, unrelenting, moving and bracingly exciting, Revenge Of The Sith is a fitting end to a truly great series.",0.8779,0.118,0.415,0.467
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"For all the hype, I fear this is a film that only the most uncritical Star Wars fans will truly enjoy.",-0.2415,0.251,0.533,0.217
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,I must say that I did get quite emotional in this.,0.2247,0.0,0.809,0.191
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,I think it is visually exciting. I think there are wonderful things in it but I just missed that innocence of the early films.,0.6187,0.101,0.615,0.284
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,[A] dramatically cogent and highly satisfying finale to the Star Wars saga.,-0.079,0.213,0.592,0.195
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Thankfully, Star Wars: Episode III - Revenge Of The Sith has a good deal to offer besides its cachet as the farewell to a pop culture.",-0.3182,0.221,0.599,0.18
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Episode III mainly is what it is -- the climax of a sometimes grand adventure that's more than the sum of its parts, yet much less than it might have been.",0.6486,0.0,0.841,0.159
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The bar has been set so low in mainstream Hollywood movies that it's not even worth seriously analyzing this stuff,-0.4384,0.192,0.742,0.066
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"As the finale approached, I just didn't want to leave my seat, because that meant it's all over... supposedly.",-0.0191,0.067,0.871,0.062
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas slips up on a few fronts en route, but doesn't disappoint when it counts.",0.438,0.0,0.818,0.182
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Of course, being best Star Wars film since Empire Strikes Back isn't saying much, when you consider what came between...",-0.2263,0.223,0.623,0.154
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"A grave and vigorous popular entertainment, a picture that regains and sustains the filmic Force [Lucas] dreamed up a long time ago, in a movie industry that seems far, far away.",0.4588,0.081,0.745,0.174
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"This one had the most potential, and in that way it is the most disappointing.",-0.5413,0.2,0.8,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,A fitting capstone on a collection of screen classics for the ages!,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The only one of the trilogy that actually works as both a good Summer movie and a solid sci-fi movie in its own right.,0.5423,0.0,0.816,0.184
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It's a profound movie, and a fine one. I've not even mentioned the visual aspect, which is miles above similar effects pictures, but we would expect that, not the excellence of filmmaking that contains it.",-0.6176,0.121,0.841,0.038
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The best-looking Star Wars episode of all, if not the most exciting, most imaginative or most affecting.",-0.7539,0.301,0.699,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Rich in cityscapes and costumes.,0.5574,0.0,0.526,0.474
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas is a brilliant technician but a poor philosopher, and his lurchingly thought-out rendering of futuristic politics prevents the entire series from achieving the greatness to which it aspires.",-0.3182,0.13,0.75,0.12
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,".. even though Revenge is a better experience than Phantom Menace or Attack of the Clones, it doesn't add",-0.7783,0.365,0.526,0.109
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The final third of this dark, brooding epic is utterly mesmerizing, building magnificently to a coda setting up all the events in the original trilogy with an as-to-now (at least in the prequels) unforeseen brilliance",0.8993,0.0,0.715,0.285
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"For me, Sith succeeds in providing a satisfying ending to the films while also closing a chapter of my own life.",0.7351,0.0,0.733,0.267
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,It did what I thought was impossible after the previous two films: it made me a Star Wars fan again.,-0.3182,0.164,0.731,0.105
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"A great Star Wars film and, dare I say, a great film onto itself.",0.6808,0.182,0.404,0.414
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,a visually delicious film filled with ostensibly crowd pleasing (read boring) lightsaber battles...,0.7964,0.0,0.585,0.415
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"McGregor, Portman, and Christensen have all been brilliant elsewhere but the bonds between their characters are all in the dialogue, never between the lines. (And the less said about the lines themselves, the better.)",0.34,0.0,0.932,0.068
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"As blockbusters go, Revenge of the Sith has some good throwaway entertainment, but there have been better blockbusters with better throwaway entertainment.",0.9194,0.066,0.478,0.456
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The best thing about Episode III? Jar Jar Binks is barely in it.,0.6369,0.0,0.741,0.259
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Although the stiff theatrics are part of the design, they're no longer excusable.",-0.296,0.155,0.845,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"What makes this movie work is watching Anakin Skywalker break our hearts, and ultimately serve as a textbook example of how the road to hell is paved with good intentions.",-0.4019,0.133,0.783,0.084
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,In years to come George Lucas's farewell to his STAR WARS series may be considered his finest entry.,-0.6523,0.203,0.797,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Against all odds, the movie becomes more than the sum of its creaky parts, building enough emotional firepower to destroy an entire hard-bitten cynic such as myself.",-0.6486,0.187,0.762,0.051
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,This is the film we yearned for as we sat passively through the shoddy merchandise-oriented Phantom Menace and the dull romantic scenes of Attack of the Clones.,-0.7906,0.302,0.621,0.076
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"For the 6th time in a row, George Lucas has done it again.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Why are blinds wipes and Fisher-Price spaceship interiors employed in a 2005 film?,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The film works fine as stand-alone entertainment, but does irreparable harm to the series as a whole.",-0.5346,0.226,0.618,0.157
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,A worthy end.,0.4404,0.0,0.256,0.744
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Star Wars was a gamble in 1977. In 2005 Revenge of the Sith is the Empire.,-0.7906,0.35,0.65,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Master Lucas Strikes Back!,-0.4199,0.482,0.518,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Prepare to be blown away because George Lucas’'s latest space opera is an absolute belter, recalling the old magic of The Empire Strikes Back and banishing forever painful memories of the last two Star Wars prequels.",-0.8402,0.214,0.786,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,George Lucas better not write a romance novel next because even Fabio couldn't save it.,-0.5594,0.368,0.49,0.142
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Episode III hooks up to its sequel of 1977 as neatly as a space station landing dock.,0.34,0.0,0.862,0.138
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Veering from moments of breathtakingly visualized valor to outright stupidity, Sith is a vast improvement over the previous two outings, but still and all, it's no Star Wars.",-0.8248,0.278,0.664,0.058
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,I am pleased to report that George Lucas has found his way back from the Dark Side.,0.4404,0.0,0.838,0.162
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"As popcorn entertainment, strapping in for Star Wars: Episode III is like hooking up with an old friend. Half the enjoyment is simply the idea of the reunion itself.",0.8176,0.091,0.605,0.305
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,...it has become impossible to consider these movies apart from their dubious cultural and economic consequences.,-0.3612,0.143,0.857,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"As with the last two Star Wars movies, Revenge of the Sith is a visual spectacle, trotting out the best special effects Industrial Light and Magic has to offer.",-0.0258,0.185,0.633,0.182
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,...at once a work of closure and of sustenance.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"To Star Wars fans everywhere, a celebration of galactic proportions.",-0.5574,0.31,0.69,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Very good story telling, despite lapses into droll dialogue that takes itself too seriously.",0.3597,0.101,0.71,0.189
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Not far into the first third of the movie, I didn't think I was going to make it all the way through the percussive nonstop action.",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It's a stronger movie than the two previous installments but, as Yoda would say: an out-and-out triumph it is not.",0.714,0.0,0.741,0.259
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,...the brilliant final showdown between Obi-Wan and Anakin for his soul is the moment that takes the Star Wars saga where it needs to go ...,0.0516,0.115,0.764,0.121
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,So boxed in by having to tie everything into a neat parcel that it feels constrained and is woefully lacking in surprises and dramatic tension.,-0.128,0.211,0.627,0.162
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Spectacular ... but it never really lifts you up into a new imaginative realm -- it never takes you away. It just keeps blazing at you.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"By golly, he did it!",0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Overlooked amid the tired complaints of wooden acting and cornball dialogue is the most inspired filmmaking of Lucas's career.,-0.2975,0.266,0.595,0.139
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,This film is very heavy on action and that is its saving grace.,0.4215,0.0,0.811,0.189
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,(G)ood is seduced by evil and good must ulimately triumph is balance is to be restored and peace secured. Sound familiar?,0.7717,0.194,0.394,0.411
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Final installment still far cry from 70s pics.,-0.4767,0.307,0.693,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"In spite of the acting horrors who are Christensen and Portman, the ""Star Wars"" series manages to go out on a high note.",-0.8934,0.36,0.64,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Watching it, you realize that Lucas has created his own coup. He has stolen this trilogy back from the brink of disappointment and ended it with an intergalactic bang.",-0.6705,0.188,0.754,0.058
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The final hour ... delivers like Domino's pizza.,0.3612,0.0,0.737,0.263
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,A fitting conclusion to a landmark franchise.,0.0772,0.0,0.755,0.245
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,What this film really accomplishes is it gives us insight into these characters that lessens their effectiveness in the later episodes.,0.4576,0.0,0.87,0.13
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Nominally better than its immediate predecessors thanks to a pervasive atmosphere of catastrophic doom.,-0.0258,0.285,0.435,0.28
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,...an enticingly dark and absorbing spectacle that should satisfy the casual Star Wars fanatic who fancies an action-packed package full of emotional promise and prose.,0.4767,0.111,0.619,0.269
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"As every fan is well aware, Natalie Portman is destined to reveal her twins, and not the twins we were all hoping to see, if you know what I mean.",0.7351,0.0,0.783,0.217
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"...clearly the best of the prequel trio, and for me almost as good as Return of the Jedi. But this is largely because there are no Ewoks involved.",0.683,0.065,0.735,0.201
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Well done, George. Well done.",0.4939,0.0,0.417,0.583
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Easily the best of the prequels...,0.765,0.0,0.377,0.623
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"All in all, this reviewer was satisfied with Star Wars III.",-0.2023,0.234,0.584,0.182
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"a unique film in the way its primary objective is to certify what we already know, and the pleasure it generates is not in the surprise of what happens, but in how it happens",0.2366,0.04,0.892,0.068
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Lucas has woven into the action and effects a relatively thoughtful story about a young man meant for greatness but corrupted by his own fear and confusion, a story more Shakespearean than Arthurian.",-0.743,0.198,0.752,0.05
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Hardly the masterpiece that anxious fanboys have rushed to call it, Sith recovers much of the joy and the gravity that many feared had gone the way of the Ewoks.",0.5302,0.134,0.67,0.196
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The good news is that Lucas promises this is the last Star Wars movie. Hallelujah.,0.7096,0.149,0.456,0.394
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"We always knew it would end like this, but sheesh!",0.2598,0.0,0.815,0.185
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,One leaves the theater with a 30-year sense of closure and satisfaction,0.4404,0.0,0.775,0.225
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Maybe Revenge of the Sith is the best film in the series because it's the last, and the adventure of a long time ago in a galaxy far, far away returns, inevitably, to the here and now.",0.4767,0.081,0.764,0.155
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"This is downright brilliant filmmaking, an awesome spectacle that manages to balance thrills and emotion with a steady hand.",0.9274,0.0,0.507,0.493
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Enthralling and stunning. So it comes down to this: Darth Vader had a selfless good reason.,0.6705,0.0,0.703,0.297
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"It's exciting, foreboding, grand and important, a part of our culture and identity no matter how loudly cineastes scream bloody murder.",-0.6597,0.372,0.357,0.271
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The prequel trilogy finally becomes what we have all wanted it to be.,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"The action is pretty spectacular, especially the climactic light-saber duel and an all-too-brief sequence in which Yoda leads a Wookiee army into battle. Die-hard fans will be drooling all over that one.",0.1531,0.075,0.833,0.092
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Oh, the relief to reach the conclusion of Star Wars Episode III, not because George Lucas has brought home the franchise safe and sound but because I know I will never have to sit through another minute of this turgid, subliterate spaceballs again.",0.1901,0.052,0.834,0.114
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"If you've seen the others, you'll want to see this one. Let's face it -- there's no turning back.",-0.2263,0.107,0.829,0.063
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Anakin switches teams and the force avoids becoming farce in Lucas' swan-song.,-0.5267,0.306,0.694,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Growing up Star Wars is like growing up Catholic- no matter how bitter you might become, ya can't shake it. Last week I bought CHEEZ-ITs because R2-D2 was on the box.",-0.4735,0.22,0.562,0.218
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Like the most heavily-effects-budgeted shoulder shrug in history.,0.3612,0.0,0.737,0.263
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"No magic, little light, but an awful lot of heavy industry.",-0.6808,0.384,0.616,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Everything that has a beginning has a middle - and while this centerpiece to the Star Wars saga may indeed be middling, it still beats Return of the Jedi anyday.",-0.5574,0.122,0.878,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,Redeems some of the luster lost from the previous two installments.,-0.3182,0.187,0.813,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"A glorious, perversely satisfying conclusion to a labor of love ... and a grand entertainment in its own right.",0.9325,0.105,0.329,0.566
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"There's some sadness knowing that the Star Wars pictures are done. However, I get intense pleasure knowing that the series concludes on the highest of high notes.",-0.3612,0.194,0.657,0.149
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"If the final scenes -- and especially the very last shot -- stir nothing within you, chances are you didn't like Star Wars that much to begin with.",0.0572,0.117,0.79,0.092
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,The Force will undoubtedly be with us -- and the movie world -- for good...,0.0,0.0,1.0,0.0
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"There is nothing fun about Sith, except maybe the opening space battle, and it's not so much an adventure as an ordeal.",-0.4095,0.197,0.707,0.095
Star Wars,STAR WARS: EPISODE III - REVENGE OF THE SITH,"Revenge of the Sith is the darkest, most tragic film in the series. It is also the finest since The Empire Strikes Back.",-0.908,0.395,0.605,0.0
